"","Artistic","Conventional","Enterprising","Investigative","Realistic","Social","income","X5","title"
"907","0","28","6","0","100","0","$13.66 hourly, $28,410 annual","https://www.onetonline.org/link/details/53-7063.00","53-7063.00 - Machine Feeders and Offbearers"
"908","17","72","6","61","100","0","$20.05 hourly, $41,700 annual","https://www.onetonline.org/link/details/51-4041.00","51-4041.00 - Machinists"
"909","0","17","6","6","100","0","$11.77 hourly, $24,490 annual","https://www.onetonline.org/link/details/51-3022.00","51-3022.00 - Meat, Poultry, and Fish Cutters and Trimmers"
"910","11","67","11","78","100","0","$19.73 hourly, $41,040 annual","https://www.onetonline.org/link/details/51-4051.00","51-4051.00 - Metal-Refining Furnace Operators and Tenders"
"911","0","50","17","39","83","6","$26.41 hourly, $54,930 annual","https://www.onetonline.org/link/details/51-8099.02","51-8099.02 - Methane/Landfill Gas Generation System Technicians"
"912","0","39","11","11","100","0","$19.15 hourly, $39,840 annual","https://www.onetonline.org/link/details/51-4035.00","51-4035.00 - Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
"913","0","61","6","45","100","0","$17.16 hourly, $35,680 annual","https://www.onetonline.org/link/details/51-9023.00","51-9023.00 - Mixing and Blending Machine Setters, Operators, and Tenders"
"914","11","39","17","39","95","0","$23.34 hourly, $48,550 annual","https://www.onetonline.org/link/details/51-4061.00","51-4061.00 - Model Makers, Metal and Plastic"
"915","61","56","0","39","100","0","$19.66 hourly, $40,890 annual","https://www.onetonline.org/link/details/51-7031.00","51-7031.00 - Model Makers, Wood"
"916","83","28","11","11","100","0","$14.72 hourly, $30,610 annual","https://www.onetonline.org/link/details/51-9195.03","51-9195.03 - Stone Cutters and Carvers, Manufacturing"
"917","56","67","17","33","95","0","$14.72 hourly, $30,610 annual","https://www.onetonline.org/link/details/51-9195.04","51-9195.04 - Glass Blowers, Molders, Benders, and Finishers"
"918","50","11","6","6","95","0","$14.72 hourly, $30,610 annual","https://www.onetonline.org/link/details/51-9195.05","51-9195.05 - Potters, Manufacturing"
"919","0","22","0","0","100","0","$14.72 hourly, $30,610 annual","https://www.onetonline.org/link/details/51-9195.07","51-9195.07 - Molding and Casting Workers"
"920","0","22","0","0","100","0","$14.72 hourly, $30,610 annual","https://www.onetonline.org/link/details/51-9195.07","51-9195.07 - Molding and Casting Workers"
"921","11","67","6","45","100","0","$14.65 hourly, $30,480 annual","https://www.onetonline.org/link/details/51-4072.00","51-4072.00 - Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
"922","0","22","11","17","100","6","$16.51 hourly, $34,340 annual","https://www.onetonline.org/link/details/51-4081.00","51-4081.00 - Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"923","0","50","33","11","95","0","$43.83 hourly, $91,170 annual","https://www.onetonline.org/link/details/51-8011.00","51-8011.00 - Nuclear Power Reactor Operators"
"924","0","45","17","22","100","0","$14.73 hourly, $30,640 annual","https://www.onetonline.org/link/details/51-9083.00","51-9083.00 - Ophthalmic Laboratory Technicians"
"925","11","72","11","33","100","0","$13.60 hourly, $28,290 annual","https://www.onetonline.org/link/details/51-9111.00","51-9111.00 - Packaging and Filling Machine Operators and Tenders"
"926","39","56","6","39","100","0","$20.27 hourly, $42,150 annual","https://www.onetonline.org/link/details/51-9122.00","51-9122.00 - Painters, Transportation Equipment"
"927","28","28","11","6","100","6","$14.44 hourly, $30,030 annual","https://www.onetonline.org/link/details/51-9123.00","51-9123.00 - Painting, Coating, and Decorating Workers"
"928","0","61","22","33","95","0","$17.79 hourly, $36,990 annual","https://www.onetonline.org/link/details/51-9196.00","51-9196.00 - Paper Goods Machine Setters, Operators, and Tenders"
"929","50","56","6","56","100","0","$21.25 hourly, $44,210 annual","https://www.onetonline.org/link/details/51-4062.00","51-4062.00 - Patternmakers, Metal and Plastic"
"930","50","50","6","56","100","0","$22.36 hourly, $46,510 annual","https://www.onetonline.org/link/details/51-7032.00","51-7032.00 - Patternmakers, Wood"
"931","0","56","22","11","100","6","$32.40 hourly, $67,400 annual","https://www.onetonline.org/link/details/51-8093.00","51-8093.00 - Petroleum Pump System Operators, Refinery Operators, and Gaugers"
"932","28","89","17","17","56","17","$12.73 hourly, $26,470 annual","https://www.onetonline.org/link/details/51-9151.00","51-9151.00 - Photographic Process Workers and Processing Machine Operators"
"933","0","50","17","33","83","6","$26.41 hourly, $54,930 annual","https://www.onetonline.org/link/details/51-8099.01","51-8099.01 - Biofuels Processing Technicians"
"934","0","50","17","39","83","6","$26.41 hourly, $54,930 annual","https://www.onetonline.org/link/details/51-8099.02","51-8099.02 - Methane/Landfill Gas Generation System Technicians"
"935","0","50","17","33","83","6","$26.41 hourly, $54,930 annual","https://www.onetonline.org/link/details/51-8099.03","51-8099.03 - Biomass Plant Technicians"
"936","0","45","11","33","83","6","$26.41 hourly, $54,930 annual","https://www.onetonline.org/link/details/51-8099.04","51-8099.04 - Hydroelectric Plant Technicians"
"937","0","39","6","22","100","0","$15.04 hourly, $31,280 annual","https://www.onetonline.org/link/details/51-4193.00","51-4193.00 - Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
"938","50","11","6","6","95","0","$14.72 hourly, $30,610 annual","https://www.onetonline.org/link/details/51-9195.05","51-9195.05 - Potters, Manufacturing"
"939","0","33","11","17","100","0","$17.39 hourly, $36,180 annual","https://www.onetonline.org/link/details/51-4052.00","51-4052.00 - Pourers and Casters, Metal"
"940","6","56","50","67","95","6","$39.37 hourly, $81,900 annual","https://www.onetonline.org/link/details/51-8012.00","51-8012.00 - Power Distributors and Dispatchers"
"941","0","56","22","17","89","0","$35.91 hourly, $74,690 annual","https://www.onetonline.org/link/details/51-8013.00","51-8013.00 - Power Plant Operators"
"942","33","22","6","11","100","0","$18.37 hourly, $38,200 annual","https://www.onetonline.org/link/details/51-9071.07","51-9071.07 - Precious Metal Workers"
"943","6","95","11","6","95","6","$13.83 hourly, $28,770 annual","https://www.onetonline.org/link/details/51-9199.01","51-9199.01 - Recycling and Reclamation Workers"
"944","6","95","11","6","95","6","$13.83 hourly, $28,770 annual","https://www.onetonline.org/link/details/51-9199.01","51-9199.01 - Recycling and Reclamation Workers"
"945","0","50","33","17","95","0","$19.56 hourly, $40,680 annual","https://www.onetonline.org/link/details/51-4023.00","51-4023.00 - Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
"946","11","67","0","39","100","0","$13.65 hourly, $28,380 annual","https://www.onetonline.org/link/details/51-7041.00","51-7041.00 - Sawing Machine Setters, Operators, and Tenders, Wood"
"947","6","67","22","56","100","0","$17.15 hourly, $35,660 annual","https://www.onetonline.org/link/details/51-9141.00","51-9141.00 - Semiconductor Processors"
"948","6","67","22","56","100","6","$18.44 hourly, $38,360 annual","https://www.onetonline.org/link/details/51-9012.00","51-9012.00 - Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
"949","67","61","11","11","83","6","$11.79 hourly, $24,520 annual","https://www.onetonline.org/link/details/51-6051.00","51-6051.00 - Sewers, Hand"
"950","11","50","11","6","95","0","$11.38 hourly, $23,670 annual","https://www.onetonline.org/link/details/51-6031.00","51-6031.00 - Sewing Machine Operators"
"951","50","61","11","11","100","11","$11.51 hourly, $23,940 annual","https://www.onetonline.org/link/details/51-6041.00","51-6041.00 - Shoe and Leather Workers and Repairers"
"952","0","28","11","6","100","0","$12.57 hourly, $26,150 annual","https://www.onetonline.org/link/details/51-6042.00","51-6042.00 - Shoe Machine Operators and Tenders"
"953","11","67","28","17","100","0","$12.78 hourly, $26,590 annual","https://www.onetonline.org/link/details/51-3023.00","51-3023.00 - Slaughterers and Meat Packers"
"954","0","17","6","11","100","0","$18.94 hourly, $39,390 annual","https://www.onetonline.org/link/details/51-4121.07","51-4121.07 - Solderers and Brazers"
"955","83","28","11","11","100","0","$14.72 hourly, $30,610 annual","https://www.onetonline.org/link/details/51-9195.03","51-9195.03 - Stone Cutters and Carvers, Manufacturing"
"956","0","67","61","17","100","11","$14.45 hourly, $30,060 annual","https://www.onetonline.org/link/details/51-2092.00","51-2092.00 - Team Assemblers"
"957","0","22","11","11","95","0","$13.11 hourly, $27,270 annual","https://www.onetonline.org/link/details/51-6061.00","51-6061.00 - Textile Bleaching and Dyeing Machine Operators and Tenders"
"958","0","28","6","6","100","0","$12.55 hourly, $26,090 annual","https://www.onetonline.org/link/details/51-6062.00","51-6062.00 - Textile Cutting Machine Setters, Operators, and Tenders"
"959","22","67","28","6","100","6","$13.21 hourly, $27,470 annual","https://www.onetonline.org/link/details/51-6063.00","51-6063.00 - Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
"960","0","39","17","11","95","0","$13.22 hourly, $27,500 annual","https://www.onetonline.org/link/details/51-6064.00","51-6064.00 - Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
"961","6","28","6","11","100","0","$17.81 hourly, $37,040 annual","https://www.onetonline.org/link/details/51-2093.00","51-2093.00 - Timing Device Assemblers and Adjusters"
"962","6","56","11","33","100","0","$20.04 hourly, $41,680 annual","https://www.onetonline.org/link/details/51-9197.00","51-9197.00 - Tire Builders"
"963","39","56","6","67","95","0","$24.55 hourly, $51,060 annual","https://www.onetonline.org/link/details/51-4111.00","51-4111.00 - Tool and Die Makers"
"964","6","33","17","17","100","0","$17.62 hourly, $36,650 annual","https://www.onetonline.org/link/details/51-4194.00","51-4194.00 - Tool Grinders, Filers, and Sharpeners"
"965","11","17","22","0","95","0","$15.89 hourly, $33,050 annual","https://www.onetonline.org/link/details/51-6093.00","51-6093.00 - Upholsterers"
"966","0","39","11","22","100","0","$18.94 hourly, $39,390 annual","https://www.onetonline.org/link/details/51-4121.06","51-4121.06 - Welders, Cutters, and Welder Fitters"
"967","0","39","11","22","100","0","$18.94 hourly, $39,390 annual","https://www.onetonline.org/link/details/51-4121.06","51-4121.06 - Welders, Cutters, and Welder Fitters"
"968","0","17","6","11","100","0","$18.94 hourly, $39,390 annual","https://www.onetonline.org/link/details/51-4121.07","51-4121.07 - Solderers and Brazers"
"969","6","61","39","39","100","0","$17.78 hourly, $36,980 annual","https://www.onetonline.org/link/details/51-4122.00","51-4122.00 - Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
"970","11","61","6","45","100","0","$13.71 hourly, $28,510 annual","https://www.onetonline.org/link/details/51-7042.00","51-7042.00 - Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
"971","0","95","28","45","89","11","$17.68 hourly, $36,780 annual","https://www.onetonline.org/link/details/51-9061.00","51-9061.00 - Inspectors, Testers, Sorters, Samplers, and Weighers"
"972","0","95","72","11","28","11","$22.48 hourly, $46,760 annual","https://www.onetonline.org/link/details/43-5061.00","43-5061.00 - Production, Planning, and Expediting Clerks"
"973","0","100","39","17","61","11","$13.84 hourly, $28,790 annual","https://www.onetonline.org/link/details/43-5111.00","43-5111.00 - Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
"974","67","33","100","17","0","61","$27.89 hourly, $58,020 annual","https://www.onetonline.org/link/details/27-3031.00","27-3031.00 - Public Relations Specialists"
"975","72","61","100","17","11","22","$48.47 hourly, $100,810 annual","https://www.onetonline.org/link/details/11-2011.00","11-2011.00 - Advertising and Promotions Managers"
"976","56","33","72","72","0","22","$48.47 hourly, $100,810 annual","https://www.onetonline.org/link/details/11-2011.01","11-2011.01 - Green Marketers"
"977","45","72","100","22","0","28","$63.07 hourly, $131,180 annual","https://www.onetonline.org/link/details/11-2021.00","11-2021.00 - Marketing Managers"
"978","6","78","100","0","33","45","$27.42 hourly, $57,040 annual","https://www.onetonline.org/link/details/11-9141.00","11-9141.00 - Property, Real Estate, and Community Association Managers"
"979","67","45","100","6","6","45","$51.59 hourly, $107,320 annual","https://www.onetonline.org/link/details/11-2031.00","11-2031.00 - Public Relations and Fundraising Managers"
"980","17","61","100","17","33","45","$56.71 hourly, $117,960 annual","https://www.onetonline.org/link/details/11-2022.00","11-2022.00 - Sales Managers"
"981","11","50","67","95","6","6","$30.08 hourly, $62,560 annual","https://www.onetonline.org/link/details/13-1161.00","13-1161.00 - Market Research Analysts and Marketing Specialists"
"982","83","17","72","11","67","11","$12.83 hourly, $26,700 annual","https://www.onetonline.org/link/details/27-1026.00","27-1026.00 - Merchandise Displayers and Window Trimmers"
"983","89","28","72","0","61","6","$10.51 hourly, $21,870 annual","https://www.onetonline.org/link/details/41-9012.00","41-9012.00 - Models"
"984","6","78","100","17","39","22","$25.65 hourly, $53,340 annual","https://www.onetonline.org/link/details/13-1022.00","13-1022.00 - Wholesale and Retail Buyers, Except Farm Products"
"985","56","61","100","17","0","22","$24.22 hourly, $50,380 annual","https://www.onetonline.org/link/details/41-3011.00","41-3011.00 - Advertising Sales Agents"
"986","6","95","56","0","28","28","$9.70 hourly, $20,180 annual","https://www.onetonline.org/link/details/41-2011.00","41-2011.00 - Cashiers"
"987","6","78","67","0","22","28","$12.29 hourly, $25,550 annual","https://www.onetonline.org/link/details/41-2021.00","41-2021.00 - Counter and Rental Clerks"
"988","17","67","100","0","45","28","$12.31 hourly, $25,610 annual","https://www.onetonline.org/link/details/41-9011.00","41-9011.00 - Demonstrators and Product Promoters"
"989","22","61","100","0","33","33","$11.70 hourly, $24,330 annual","https://www.onetonline.org/link/details/41-9091.00","41-9091.00 - Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
"990","6","39","78","0","83","22","$10.98 hourly, $22,830 annual","https://www.onetonline.org/link/details/53-3031.00","53-3031.00 - Driver/Sales Workers"
"991","11","67","100","11","22","39","$25.23 hourly, $52,490 annual","https://www.onetonline.org/link/details/41-3099.01","41-3099.01 - Energy Brokers"
"992","11","72","100","17","22","56","$35.17 hourly, $73,150 annual","https://www.onetonline.org/link/details/41-1012.00","41-1012.00 - First-Line Supervisors of Non-Retail Sales Workers"
"993","11","72","100","0","33","56","$18.77 hourly, $39,040 annual","https://www.onetonline.org/link/details/41-1011.00","41-1011.00 - First-Line Supervisors of Retail Sales Workers"
"994","0","83","95","6","50","33","$14.32 hourly, $29,780 annual","https://www.onetonline.org/link/details/41-2022.00","41-2022.00 - Parts Salespersons"
"995","6","78","100","0","39","39","$27.30 hourly, $56,790 annual","https://www.onetonline.org/link/details/41-9021.00","41-9021.00 - Real Estate Brokers"
"996","11","72","100","6","39","45","$21.20 hourly, $44,090 annual","https://www.onetonline.org/link/details/41-9022.00","41-9022.00 - Real Estate Sales Agents"
"997","11","50","100","0","28","39","$10.90 hourly, $22,680 annual","https://www.onetonline.org/link/details/41-2031.00","41-2031.00 - Retail Salespersons"
"998","17","33","100","50","67","22","$48.08 hourly, $100,000 annual","https://www.onetonline.org/link/details/41-9031.00","41-9031.00 - Sales Engineers"
"999","11","67","100","11","22","39","$25.23 hourly, $52,490 annual","https://www.onetonline.org/link/details/41-3099.01","41-3099.01 - Energy Brokers"
"1000","0","89","83","17","45","33","$27.47 hourly, $57,140 annual","https://www.onetonline.org/link/details/41-4012.00","41-4012.00 - Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
"1001","11","72","100","39","39","28","$37.97 hourly, $78,980 annual","https://www.onetonline.org/link/details/41-4011.00","41-4011.00 - Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
"1002","11","45","95","17","33","28","$37.97 hourly, $78,980 annual","https://www.onetonline.org/link/details/41-4011.07","41-4011.07 - Solar Sales Representatives and Assessors"
"1003","6","78","100","0","39","22","$11.69 hourly, $24,300 annual","https://www.onetonline.org/link/details/41-9041.00","41-9041.00 - Telemarketers"
"1004","45","33","22","100","78","6","$52.72 hourly, $109,650 annual","https://www.onetonline.org/link/details/17-2011.00","17-2011.00 - Aerospace Engineers"
"1005","11","50","100","61","61","6","$64.78 hourly, $134,730 annual","https://www.onetonline.org/link/details/11-9041.00","11-9041.00 - Architectural and Engineering Managers"
"1006","22","39","45","83","100","6","$40.48 hourly, $84,190 annual","https://www.onetonline.org/link/details/17-2141.02","17-2141.02 - Automotive Engineers"
"1007","22","45","28","95","83","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.01","17-2199.01 - Biochemical Engineers"
"1008","11","39","95","83","33","17","$64.78 hourly, $134,730 annual","https://www.onetonline.org/link/details/11-9041.01","11-9041.01 - Biofuels/Biodiesel Technology and Product Development Managers"
"1009","17","45","33","95","89","0","$47.28 hourly, $98,340 annual","https://www.onetonline.org/link/details/17-2041.00","17-2041.00 - Chemical Engineers"
"1010","17","56","22","95","89","0","$55.33 hourly, $115,080 annual","https://www.onetonline.org/link/details/17-2061.00","17-2061.00 - Computer Hardware Engineers"
"1011","17","45","33","89","83","0","$45.29 hourly, $94,210 annual","https://www.onetonline.org/link/details/17-2071.00","17-2071.00 - Electrical Engineers"
"1012","50","45","28","100","78","17","$47.70 hourly, $99,210 annual","https://www.onetonline.org/link/details/17-2072.00","17-2072.00 - Electronics Engineers, Except Computer"
"1013","33","39","11","100","83","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.03","17-2199.03 - Energy Engineers"
"1014","22","45","28","95","83","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.01","17-2199.01 - Biochemical Engineers"
"1015","22","56","28","83","72","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.02","17-2199.02 - Validation Engineers"
"1016","33","39","11","100","83","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.03","17-2199.03 - Energy Engineers"
"1017","17","45","39","83","95","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.04","17-2199.04 - Manufacturing Engineers"
"1018","45","50","11","100","72","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.05","17-2199.05 - Mechatronics Engineers"
"1019","22","50","11","100","83","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.06","17-2199.06 - Microsystems Engineers"
"1020","50","50","11","100","72","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.07","17-2199.07 - Photonics Engineers"
"1021","28","50","11","95","83","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.08","17-2199.08 - Robotics Engineers"
"1022","28","33","61","95","67","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.09","17-2199.09 - Nanosystems Engineers"
"1023","17","39","50","56","83","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.10","17-2199.10 - Wind Energy Engineers"
"1024","17","39","39","78","89","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.11","17-2199.11 - Solar Energy Systems Engineers"
"1025","17","50","61","95","72","22","$41.69 hourly, $86,720 annual","https://www.onetonline.org/link/details/17-2111.02","17-2111.02 - Fire-Prevention and Protection Engineers"
"1026","17","33","39","78","83","11","$40.48 hourly, $84,190 annual","https://www.onetonline.org/link/details/17-2141.01","17-2141.01 - Fuel Cell Engineers"
"1027","11","72","33","89","67","28","$41.69 hourly, $86,720 annual","https://www.onetonline.org/link/details/17-2111.01","17-2111.01 - Industrial Safety and Health Engineers"
"1028","17","50","61","95","72","22","$41.69 hourly, $86,720 annual","https://www.onetonline.org/link/details/17-2111.02","17-2111.02 - Fire-Prevention and Protection Engineers"
"1029","0","61","39","83","78","6","$41.69 hourly, $86,720 annual","https://www.onetonline.org/link/details/17-2111.03","17-2111.03 - Product Safety Engineers"
"1030","22","33","33","83","72","28","$40.53 hourly, $84,310 annual","https://www.onetonline.org/link/details/17-2112.01","17-2112.01 - Human Factors Engineers and Ergonomists"
"1031","17","61","61","100","56","6","$40.53 hourly, $84,310 annual","https://www.onetonline.org/link/details/17-2112.00","17-2112.00 - Industrial Engineers"
"1032","11","72","33","89","67","28","$41.69 hourly, $86,720 annual","https://www.onetonline.org/link/details/17-2111.01","17-2111.01 - Industrial Safety and Health Engineers"
"1033","17","45","39","83","95","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.04","17-2199.04 - Manufacturing Engineers"
"1034","72","33","17","100","72","6","$44.88 hourly, $93,350 annual","https://www.onetonline.org/link/details/17-2121.02","17-2121.02 - Marine Architects"
"1035","28","45","45","95","83","0","$44.88 hourly, $93,350 annual","https://www.onetonline.org/link/details/17-2121.01","17-2121.01 - Marine Engineers"
"1036","28","45","45","95","83","0","$44.88 hourly, $93,350 annual","https://www.onetonline.org/link/details/17-2121.01","17-2121.01 - Marine Engineers"
"1037","72","33","17","100","72","6","$44.88 hourly, $93,350 annual","https://www.onetonline.org/link/details/17-2121.02","17-2121.02 - Marine Architects"
"1038","28","39","56","100","83","6","$44.86 hourly, $93,310 annual","https://www.onetonline.org/link/details/17-2131.00","17-2131.00 - Materials Engineers"
"1039","28","50","11","95","89","17","$40.48 hourly, $84,190 annual","https://www.onetonline.org/link/details/17-2141.00","17-2141.00 - Mechanical Engineers"
"1040","45","50","11","100","72","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.05","17-2199.05 - Mechatronics Engineers"
"1041","22","50","11","100","83","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.06","17-2199.06 - Microsystems Engineers"
"1042","11","45","56","89","78","6","$45.06 hourly, $93,720 annual","https://www.onetonline.org/link/details/17-2151.00","17-2151.00 - Mining and Geological Engineers, Including Mining Safety Engineers"
"1043","28","33","61","95","67","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.09","17-2199.09 - Nanosystems Engineers"
"1044","11","45","22","100","72","0","$49.14 hourly, $102,220 annual","https://www.onetonline.org/link/details/17-2161.00","17-2161.00 - Nuclear Engineers"
"1045","11","67","39","95","72","0","$61.65 hourly, $128,230 annual","https://www.onetonline.org/link/details/17-2171.00","17-2171.00 - Petroleum Engineers"
"1046","50","50","11","100","72","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.07","17-2199.07 - Photonics Engineers"
"1047","0","61","39","83","78","6","$41.69 hourly, $86,720 annual","https://www.onetonline.org/link/details/17-2111.03","17-2111.03 - Product Safety Engineers"
"1048","17","45","22","72","89","0","$47.70 hourly, $99,210 annual","https://www.onetonline.org/link/details/17-2072.01","17-2072.01 - Radio Frequency Identification Device Specialists"
"1049","28","50","11","95","83","0","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.08","17-2199.08 - Robotics Engineers"
"1050","17","39","39","78","89","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.11","17-2199.11 - Solar Energy Systems Engineers"
"1051","22","56","28","83","72","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.02","17-2199.02 - Validation Engineers"
"1052","17","39","50","56","83","6","$46.78 hourly, $97,300 annual","https://www.onetonline.org/link/details/17-2199.10","17-2199.10 - Wind Energy Engineers"
"1053","72","39","22","95","28","45","$30.38 hourly, $63,190 annual","https://www.onetonline.org/link/details/19-3091.01","19-3091.01 - Anthropologists"
"1054","72","39","22","95","28","45","$30.38 hourly, $63,190 annual","https://www.onetonline.org/link/details/19-3091.01","19-3091.01 - Anthropologists"
"1055","61","45","22","100","72","17","$30.38 hourly, $63,190 annual","https://www.onetonline.org/link/details/19-3091.02","19-3091.02 - Archeologists"
"1056","61","45","22","100","72","17","$30.38 hourly, $63,190 annual","https://www.onetonline.org/link/details/19-3091.02","19-3091.02 - Archeologists"
"1057","67","28","11","100","61","28","$50.35 hourly, $104,740 annual","https://www.onetonline.org/link/details/19-2011.00","19-2011.00 - Astronomers"
"1058","22","45","33","95","56","45","$44.45 hourly, $92,460 annual","https://www.onetonline.org/link/details/19-2021.00","19-2021.00 - Atmospheric and Space Scientists"
"1059","67","39","11","100","61","6","$39.51 hourly, $82,180 annual","https://www.onetonline.org/link/details/19-1021.00","19-1021.00 - Biochemists and Biophysicists"
"1060","33","67","0","100","56","11","$35.96 hourly, $74,790 annual","https://www.onetonline.org/link/details/19-1029.01","19-1029.01 - Bioinformatics Scientists"
"1061","33","67","0","100","56","11","$35.96 hourly, $74,790 annual","https://www.onetonline.org/link/details/19-1029.01","19-1029.01 - Bioinformatics Scientists"
"1062","61","33","0","100","72","6","$35.96 hourly, $74,790 annual","https://www.onetonline.org/link/details/19-1029.02","19-1029.02 - Molecular and Cellular Biologists"
"1063","56","33","6","100","56","17","$35.96 hourly, $74,790 annual","https://www.onetonline.org/link/details/19-1029.03","19-1029.03 - Geneticists"
"1064","17","72","0","95","33","11","$38.70 hourly, $80,500 annual","https://www.onetonline.org/link/details/15-2041.01","15-2041.01 - Biostatisticians"
"1065","39","72","17","72","78","0","$30.17 hourly, $62,750 annual","https://www.onetonline.org/link/details/17-1021.00","17-1021.00 - Cartographers and Photogrammetrists"
"1066","17","39","17","100","50","0","$35.45 hourly, $73,740 annual","https://www.onetonline.org/link/details/19-2031.00","19-2031.00 - Chemists"
"1067","11","100","45","45","50","33","$20.76 hourly, $43,190 annual","https://www.onetonline.org/link/details/19-4061.01","19-4061.01 - City and Regional Planning Aides"
"1068","28","33","61","83","17","17","$33.13 hourly, $68,910 annual","https://www.onetonline.org/link/details/19-2041.01","19-2041.01 - Climate Change Analysts"
"1069","6","100","33","72","28","22","$38.70 hourly, $80,500 annual","https://www.onetonline.org/link/details/15-2041.02","15-2041.02 - Clinical Data Managers"
"1070","56","56","11","100","67","0","$53.77 hourly, $111,840 annual","https://www.onetonline.org/link/details/15-1111.00","15-1111.00 - Computer and Information Research Scientists"
"1071","17","28","72","72","72","17","$29.72 hourly, $61,810 annual","https://www.onetonline.org/link/details/19-1031.01","19-1031.01 - Soil and Water Conservationists"
"1072","6","45","61","83","83","11","$29.72 hourly, $61,810 annual","https://www.onetonline.org/link/details/19-1031.02","19-1031.02 - Range Managers"
"1073","56","11","45","45","61","100","$29.72 hourly, $61,810 annual","https://www.onetonline.org/link/details/19-1031.03","19-1031.03 - Park Naturalists"
"1074","28","61","50","100","22","11","$48.58 hourly, $101,050 annual","https://www.onetonline.org/link/details/19-3011.00","19-3011.00 - Economists"
"1075","17","39","45","100","6","17","$48.58 hourly, $101,050 annual","https://www.onetonline.org/link/details/19-3011.01","19-3011.01 - Environmental Economists"
"1076","22","22","72","83","83","17","$33.13 hourly, $68,910 annual","https://www.onetonline.org/link/details/19-2041.02","19-2041.02 - Environmental Restoration Planners"
"1077","39","50","11","100","72","11","$33.13 hourly, $68,910 annual","https://www.onetonline.org/link/details/19-2041.00","19-2041.00 - Environmental Scientists and Specialists, Including Health"
"1078","56","33","6","100","56","17","$35.96 hourly, $74,790 annual","https://www.onetonline.org/link/details/19-1029.03","19-1029.03 - Geneticists"
"1079","50","39","0","100","61","28","$35.70 hourly, $74,260 annual","https://www.onetonline.org/link/details/19-3092.00","19-3092.00 - Geographers"
"1080","33","39","22","100","67","6","$43.16 hourly, $89,780 annual","https://www.onetonline.org/link/details/19-2042.00","19-2042.00 - Geoscientists, Except Hydrologists and Geographers"
"1081","28","33","28","95","0","28","$26.49 hourly, $55,110 annual","https://www.onetonline.org/link/details/19-3093.00","19-3093.00 - Historians"
"1082","33","33","28","100","72","6","$38.69 hourly, $80,480 annual","https://www.onetonline.org/link/details/19-2043.00","19-2043.00 - Hydrologists"
"1083","22","28","50","95","22","11","$33.13 hourly, $68,910 annual","https://www.onetonline.org/link/details/19-2041.03","19-2041.03 - Industrial Ecologists"
"1084","6","89","28","72","61","0","$22.14 hourly, $46,040 annual","https://www.onetonline.org/link/details/19-4099.01","19-4099.01 - Quality Control Analysts"
"1085","11","61","28","78","83","0","$22.14 hourly, $46,040 annual","https://www.onetonline.org/link/details/19-4099.02","19-4099.02 - Precision Agriculture Technicians"
